what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267302209613
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267302210284
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267302212218
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267302214279
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267302215278
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1267302215309
activated,editor,com.cloudgarden.jigloo,4.6.0,"com.cloudgarden.jigloo.editors.FormEditor",1267304505506
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1267304534211
error,log,,,"Unhandled event loop exception",1267304537284
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1267304553679
error,log,,,"Unhandled event loop exception",1267304554959
error,log,,,"Unhandled event loop exception",1267304557720
error,log,,,"Unhandled event loop exception",1267304567345
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1267304568967
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1267304569092
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1267304569217
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1267304569342
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1267304569747
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1267304570746
error,log,,,"Unhandled event loop exception",1267304573897
error,log,,,"Unhandled event loop exception",1267304577142
error,log,,,"Unhandled event loop exception",1267304580636
error,log,,,"Unhandled event loop exception",1267304584879
error,log,,,"Unhandled event loop exception",1267304594754
error,log,,,"Unhandled event loop exception",1267304600479
