what,kind,bundleId,bundleVersion,description,time
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1267298630486
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1267298632405
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.DebugLast",1267298635431
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267298638801
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267298640284
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1267298640299
activated,editor,com.cloudgarden.jigloo,4.6.0,"com.cloudgarden.jigloo.editors.FormEditor",1267298644340
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267298645837
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267298657430
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.DebugLast",1267298660910
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267298661971
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267298663282
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1267298663298
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267298665669
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267298679054
activated,editor,com.cloudgarden.jigloo,4.6.0,"com.cloudgarden.jigloo.editors.FormEditor",1267298680083
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.RunLast",1267298683704
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267298684624
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267298685638
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.DebugLast",1267298688353
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267298689492
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267298690663
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1267298690679
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267298695203
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267298697106
