what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.newWizard",1267295006882
opened,editor,com.cloudgarden.jigloo,4.6.0,"com.cloudgarden.jigloo.editors.FormEditor",1267295006945
activated,editor,com.cloudgarden.jigloo,4.6.0,"com.cloudgarden.jigloo.editors.FormEditor",1267295007023
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267295074025
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267295091288
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267295101491
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267295449411
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267295450050
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267295450799
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267295450815
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267295452110
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267295452141
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267295454060
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267295454340
stopped,bundle,org.eclipse.mylyn.ide.ant,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.ide.ant",1267295454574
stopped,bundle,org.eclipse.uml2.diagram.codegen.edit,0.9.0.v200906190654,"org.eclipse.uml2.diagram.codegen.edit",1267295454574
stopped,bundle,org.eclipse.uml2.diagram.codegen,0.9.0.v200906190654,"org.eclipse.uml2.diagram.codegen",1267295454574
stopped,bundle,org.eclipse.gmf.codegen.ui,1.1.100.v20090424-1042,"org.eclipse.gmf.codegen.ui",1267295454574
stopped,bundle,org.eclipse.pde.ui,3.5.0.v20090821,"org.eclipse.pde.ui",1267295454590
stopped,bundle,org.eclipse.ant.ui,3.4.1.v20090901_r351,"org.eclipse.ant.ui",1267295454590
stopped,bundle,org.eclipse.compare.win32,1.0.0.I20090430-0408,"org.eclipse.compare.win32",1267295454590
stopped,bundle,org.eclipse.mylyn.java.tasks,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.java.tasks",1267295454590
stopped,bundle,org.eclipse.mylyn.java.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.java.ui",1267295454590
stopped,bundle,org.eclipse.jdt.junit,3.5.1.r351_v20090708-0800,"org.eclipse.jdt.junit",1267295454590
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.200.v20090528-1135,"org.eclipse.jdt.apt.ui",1267295454590
