what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267296523934
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267296524054
activated,editor,com.cloudgarden.jigloo,4.6.0,"com.cloudgarden.jigloo.editors.FormEditor",1267296540534
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267296556674
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267296571684
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267296577165
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267296577255
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1267296577275
activated,editor,com.cloudgarden.jigloo,4.6.0,"com.cloudgarden.jigloo.editors.FormEditor",1267296579795
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267296582375
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267296584905
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1267296586876
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1267296587366
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267296589056
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267296590736
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1267296590736
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267296593357
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267296593517
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1267296593517
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267296598267
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267296600217
activated,editor,com.cloudgarden.jigloo,4.6.0,"com.cloudgarden.jigloo.editors.FormEditor",1267296600237
started,bundle,org.eclipse.mylyn.java.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.java.ui",1267296630288
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1267296631448
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineStart",1267296638418
